"类型","业务ID","名称","定义","输出库表","匹配当前IO表名","筛选范围","证据边界"
"indicator","ind2023031575190088","客户*产品*员工_个人应收奖励_管理费_无计算维度_无备注信息","根据产品中心销售政策与全产品保有计算每日计提收入，剔除投行分成收入后对应的个人奖励金额,,tag:公私募资管OTC","dm_index_n.index_grp_client_prd_emp_psnl_rwd_mng_fee","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023030625254055","客户*产品*员工_应收固定服务费_金融产品_当日_无备注信息","代销金融产品 固定服务费,根据产品中心销售政策与全产品保有计算每日计提收入,剔除投行分成收入,tag:公私募资管OTC","dm_index_n.index_grp_client_prd_emp_rcvb_fixed_serv_fee","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023031537316979","客户*产品*员工_应收申购费个人奖励_无限制条件_当日_无备注信息","代销金融产品申购费对应个人奖励,剔除投行分成,tag:公私募资管OTC分类","dm_index_n.index_grp_client_prd_emp_psnl_rwd_purh_fee","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025040881419695","客户_交易次数_场外_当日_零售和机构柜台","客户场外交易次数，含零售多金融柜台、机柜多金融柜台、基金投顾、OTC产品","dm_index_n.index_grp1_trdtimes_otc_tdy_ricc","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023032285697963","客户_持仓明细_场外_近7个交易日_零售和机构柜台","1. 当前指标计算的是场外公募基金最近7个交易日的持仓情况
2.这里场外基金包括零售柜台+机构柜台 基金投顾、场外普通基金
3.指标内容格式：基金代码|基金名称|产品类型|基金运作方式|持仓市值,多个产品之间用：“ ; ” 进行分割
持仓市值为当天最新市值若当天没有持仓则显示：0，若当天持仓市值小于 100 则显示：0.0万元
如：010126|平安价值成长混合型证券投资基金|混合类|开放式|0.01万元","dm_index_n.index_grp_hld_pub_det_last_7trd","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023072512530131","客户_保有金额_金融产品&剔除现金增利_当年日均&交易日_无备注信息","当年日均保有金额=当年1月至业务月份 当月日均总和取平均数；
包含产品类型：公募、私募、OTC、资管（不含现金增利）","dm_index_n.index_cust_tnramt_finprd_yearapd_dealday","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023080847131211","客户_保有金额_金融产品_当日_无备注信息","本指标包含以下用来区分保有额的标签：
1. 场内场外
2. 公募私募资管OTC
3. 场外公募产品
4. 线上线下
5. 基金投顾
6.资管（不含现金增利）
7.公募（不含基金投顾）
8.场外公募（不含基金投顾）
9.现金增利
10.资管大集合、资管小集合
11.公募_现金货币类_场内/场外
12.总值","dm_index_n.index_cust_ret_amt_finprd_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025033129385974","客户_购买明细_收益凭证&不含专享理财_截止当日_无备注信息","收益凭证代码|收益凭证名称(简称)|购买金额，多个产品之间用：“ ; ” 进行分割，同一个产品购买多次则累计购买金额","dm_index_n.index_grp1_purchdet_income_vchr_ninclchrem_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023120438688593","员工_产品有效户数_销售认领关系_当年累计_无备注信息","某员工当年累计产品有效户数，其中产品有效户是指当年1月起任意月份10-25日日均产品保有额大于10000元（含）以上的客户（产品含资管、公募、私募、OTC等全口径，不含产品户、同业客户）；销售认领关系取最近一个认领人，","dm_index_n.index_grp1_prdvld_custcnt_saleclmrela_yearaccum","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023082947167685","员工_销售金额_认领关系&不含基金投顾&剔除货币基金及现金增利及90天内固收产品_当月_零售和机构柜台","每个交易日统计当月累计某员工名下符合以下条件的产品销售金额：
1. 员工与客户的关系为认领关系（状态为审核通过）
2. 金融产品包括场外公募，私募，资管，OTC，不含基金投顾
3. 剔除货币基金、现金增利和90天以内固收产品","dm_index_n.index_grp_emp_clm_del_spec_prd_sale_amt_mth","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2023090666174252","客户_首次交易日期_金融产品&不含现金增利及新客专享_当日_无备注信息","金融产品首次交易日期(含场外产品和场内基金,不含现金增利和新客专享)","dm_index_n.index_grp1_fir_dealdate_finfrd_ninclcash_tdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024112663725819","客户_持仓天数_场外证券&清仓产品_截止当日_零售和机构柜台","T-1日清仓的场外证券从开仓至清仓的持有天数","dm_index_n.index_grp1_hld_posdays_otcscr_clearprd_endtdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2024112611039773","客户_清仓次数_场外证券_截止当日_零售和机构柜台","客户T-1 日清仓的场外证券的次数","dm_index_n.index_grp1_cleartimes_otcscr_endtdy","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025021022775309","客户_收益率_场内外证券&账户诊断分类_近一年_零售和机构柜台","普通+养老金账户T-1日场内场外证券的持仓收益根据四笔钱模型归属于保障管理、灵活取用、稳健理财、进取投资四类：

1)保障管理: 场外证券：R1类基金、现金增利873001、货币型组合：R1型组合（即包括活钱宝等货币组合）、小白理财; 场内证券：R1类场内基金（即货币ETF）
2)灵活取用: 场外证券：稳健类基金：R2及R3基金产品、收益凭证、稳健类私募：R2及R3以下私募产品、稳健型组合：R2及R3以下组合; 场内证券：通用回购逆回购、金快线、场内债券、场内基金：R2及R3场内基金（即债券型ETF）
3)稳健理财: 场外证券：进取型基金：R4以上基金产品、进取类私募：R4以上私募产品、进取型组合：R4以上组合; 场内证券：场内基金：R4以上场内基金产品（即非货币非债券基金、LOF、Reits）、股票
4)进取投资: 场外证券：个人养老金基金","dm_index_n.index_grp1_yield_ostotsdscr_acctdiagclas_reconeyear_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025021040814105","客户_亏损天数_场内外证券&账户诊断分类_近一年_零售和机构柜台","普通+养老金账户T-1日场内场外证券的持仓收益根据四笔钱模型归属于保障管理、灵活取用、稳健理财、进取投资四类：

1)保障管理: 场外证券：R1类基金、现金增利873001、货币型组合：R1型组合（即包括活钱宝等货币组合）、小白理财; 场内证券：R1类场内基金（即货币ETF）
2)灵活取用: 场外证券：稳健类基金：R2及R3基金产品、收益凭证、稳健类私募：R2及R3以下私募产品、稳健型组合：R2及R3以下组合; 场内证券：通用回购逆回购、金快线、场内债券、场内基金：R2及R3场内基金（即债券型ETF）
3)稳健理财: 场外证券：进取型基金：R4以上基金产品、进取类私募：R4以上私募产品、进取型组合：R4以上组合; 场内证券：场内基金：R4以上场内基金产品（即非货币非债券基金、LOF、Reits）、股票
4)进取投资: 场外证券：个人养老金基金","dm_index_n.index_grp1_losdays_ostotsdscr_acctdiagclas_reconeyear_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025021060727434","客户_盈利天数_场内外证券&账户诊断分类_近一年_零售和机构柜台","普通+养老金账户T-1日场内场外证券的持仓收益根据四笔钱模型归属于保障管理、灵活取用、稳健理财、进取投资四类：

1)保障管理: 场外证券：R1类基金、现金增利873001、货币型组合：R1型组合（即包括活钱宝等货币组合）、小白理财; 场内证券：R1类场内基金（即货币ETF）
2)灵活取用: 场外证券：稳健类基金：R2及R3基金产品、收益凭证、稳健类私募：R2及R3以下私募产品、稳健型组合：R2及R3以下组合; 场内证券：通用回购逆回购、金快线、场内债券、场内基金：R2及R3场内基金（即债券型ETF）
3)稳健理财: 场外证券：进取型基金：R4以上基金产品、进取类私募：R4以上私募产品、进取型组合：R4以上组合; 场内证券：场内基金：R4以上场内基金产品（即非货币非债券基金、LOF、Reits）、股票
4)进取投资: 场外证券：个人养老金基金","dm_index_n.index_grp1_prftdays_ostotsdscr_acctdiagclas_reconeyear_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
"indicator","ind2025020779783259","客户*产品_收益金额_场内外证券&账户诊断分类&不含基金投顾_近一年_零售和机构柜台","按照四笔钱模型，将场内场外证券分成灵活取用、稳健理财、进取投资、保障管理四个分类。包含普通账户和养老金账户，不含基金投顾底层产品。","dm_index_n.index_grp2_yieldamt_ostotsdscr_acctdiagclas_ninclfia_reconeyear_retandorgcntr","否","宽关键词候选，可能无关","目录候选；库表名称匹配不等于物理身份或实际消费"
