"任务ID","任务名","类别","图覆盖状态","覆盖解释","读取观察数","写入观察数","SQL词法筛查线索","JOIN词频","UNION词频","GROUP_BY词频","窗口词频","聚合函数词频","CASE词频","SQL槽内容SHA256","代表核对编号"
"68873","PDATA_N.T98_BROK_CORP_CUST_BASE_INFO","hiveTask","PROJECTED","DATA_LINEAGE","30","2","多来源或计算线索","35","0","6","0","42","50","query:2bd6d811581b736e704cbe37afe289082c2048ba768976163dab26ce376fb4aa",""
"68948","odata_n_po3.t_tunitstock_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6d4457ad81348ad0bf85146335587ba0784ecf7c48e0903edda7a2cda447bc1c",""
"68970","odata_n_uip.w_ashareanninf_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:04266c0876ea460dbf1e68d2d7de67f03d3ecce57274ae92bda8934dee8765e3",""
"68972","odata_n_uip.w_ashareanncolumn_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c4aa2770ed9768f5410e8a2f6676ecc67771bbb577f84ecc77a7a4c9b96430a3",""
"69080","odata_n_sfb.c_tkh_scjyrq_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:67df520a9e5f12a99afbcfdb5cbb43b4056dc1b8c58a46661ca7902b3a1b636e",""
"69097","odata_n_uip.w_bondanncolumn_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:300014adb45b1f658b8dffc56e792dfc351fec2be95a70f4313826e49851f70a",""
"69099","odata_n_rcc.u_crdtequity_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5a395c9b9271b2b0e04f0c6b66e4cb0f0a9a8fa21e0db3a36fb6d160795e03eb",""
"69100","odata_n_uip.w_thrboardanncolumn_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:00072faf0f2b8481c59b99653fe19dca2c9099ffe305ef0c62e8cfd38980e385",""
"69101","odata_n_uip.w_bondanninf_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:9bf4078d8ed986482c6bb706caefcc61f5c668d1e3b13e6df54814ecdd79f792",""
"69124","odata_n_uip.w_thrboardanninf_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:af17cff25a2431d927fed6e76e7efbdf0161653b1d939775f3153323f2a7006d",""
"69161","PDATA_N.T01_PTY_CLAS_H_CRM063","hiveTask","PROJECTED","DATA_LINEAGE","4","2","多来源或计算线索","0","4","0","0","0","0","query:28a7e71ec71dc500bb3a88c6eaa44c393a00cb84426eeecdea98c71306170275",""
"69189","PDATA_N.T01_CRM_OFST_OACT_CUST_DIV_CRM064","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:ea77e34630b1120d9b777ac34b14036a143e81b738a5d3a56ad12a1d9d0f0de3",""
"69260","pdata_news_n.t02_co_indt_WD_SECN","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:ff92256bbbf14adc1a5940fdd93a992bcad075c0202d00e78171a84251f6798f",""
"69302","odata_n_uip.q_mkt_fundd_i","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:91b79650536074fcfd385a569ad91b271a30a9e9ef8719d1602386e7c8291cd9",""
"69311","pdata_news_n.t02_ann_info_WD_thrboardanninf_grp02","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:e5e4c62169592f0e6b6c8de4dae335e31ed15ea4b985b3f9533a2487098373c9",""
"69312","pdata_news_n.t02_ann_info_WD_AShareAnninf_grp01","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:85c1b3cebee22aeac915df246a43eea0c440b4c5a3181eeee80aadc33e017412",""
"69314","odata_n_uip.w_cbonddescription_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:efebb169e7696b6be9cee1a5a5739598c20037c545920e1a2dea2e19ee8e7875",""
"69337","odata_n_lps.s_sz_sjsdz_v2_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:045401ee2beff013b1804e56306afea07f940afe02442efa48678b18b5509de7",""
"69341","pdata_news_n.t02_bond_base_info_TL","hiveTask","PROJECTED","DATA_LINEAGE","10","1","多来源或计算线索","10","0","0","1","0","3","query:541e88326d4752c20dc3426ebe99f50c064acdbf1f4600d20a6eaabbd4f837f4",""
"69345","odata_n_uip.w_fundanncolumn_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e663693b3723c5bed3a0524a32bd59c9e2e92cbd2460bd5eace806151c386594",""
"69404","pdata_news_n.t02_bond_rating_RCS","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","0","query:6c866b26a49137d96273f2a583ec7556c907c6399bc36b47f21cb39a614f5efd",""
"69415","pdata_news_n.t02_ann_info_WD_hkshareanninf_grp05","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:1290454215e08386ed8b0400a9403703cb9543d1e8083c8a83e50b0cf65063b3",""
"69416","pdata_news_n.t02_ann_info_WD_fundanninf_grp04","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:3116702c93a63a5ba6b908100191a7b4cb5eb43176bfda8e9de0d6c50f309f5e",""
"69417","pdata_news_n.t02_ann_info_WD_bondanninf_grp03","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:685314871bab2ad8b186cf13f699e5ceeacde0e8099bfb01d6f803531f00bb93",""
"69425","odata_n_uip.w_asharesecnindustriesclass_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:89bef15316ae17170b980836ab75912b3427c184d24c2332a703c5d912aeff4d",""
"69428","odata_n_uip.w_fundanninf_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5f41675efb8301c14e901006534d465df94ecde818a06b68845e8c9e92058125",""
"69446","odata_n_lps.s_ha_zqye_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6f2ee5cd402ec4eb47cd9d9f533cb278f0971f9d386dca6166f7aab3d8b8433e",""
"69471","pdata_news_n.t02_scr_base_info_TL","hiveTask","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","7","0","0","1","0","3","query:0fbff87445eb168dbb795710a16e538cc421048bdcefd7dd2b006e7703d7524a",""
"69477","pdata_news_n.t02_co_base_info_TL","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","0","0","0","3","query:31c207e2d9e5cfd68936f327a6d3020488ae048e27c362b65554b94323678a90",""
"69498","pdata_news_n.t02_bond_cnv_iss_TL_q_bond_conv","hiveTask","PROJECTED","DATA_LINEAGE","10","1","多来源或计算线索","10","0","0","0","0","3","query:91dee3cd841fc510f83191e8b62bf790d60bf57433e941e7ea6faeb71d9c0df4",""
"69548","PDATA_N.T01_RSTK_PTY_ADD_INPT_INFO_CRM063","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","2","0","0","1","0","1","query:c4e8e301048827d45c2679053084ef268f39b7cb64b98a4d6a2c8ff5fc48a382",""
"69612","odata_n_uip.w_neeqsindustriesclass_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:882537d3f3fdfc8c1ea77601a3329ba64b894dd38061a6cd3362d512e581e1d6",""
"69617","pdata_news_n.t02_scr_base_info_XIR","hiveTask","PROJECTED","DATA_LINEAGE","21","1","多来源或计算线索","17","4","0","0","0","0","query:b8dd2f158bf5f4a7fdb25bd29d8aaef49efda6220881a45b5a86bb4c10e88a94",""
"69631","pdata_news_n.t02_exch_quot_h_WD_FD","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:e4db1cd30e2f75cf19ed313b63fbc67efc469ebf8700101ffcacf7c1bb303e1d",""
"69635","pdata_news_n.t02_scr_base_info_ACV","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","4","0","3","0","5","4","query:e0b2b0078861935cf0c7658e6c88baf3da76214cf33fdc87aaca885b2085b8ec",""
"69638","pdata_news_n.t02_fnd_base_info_WD","hiveTask","PROJECTED","DATA_LINEAGE","0","0","无可读SQL","0","0","0","0","0","0","",""
"69642","pdata_news_n.t02_scr_base_info_MOT","hiveTask","PROJECTED","DATA_LINEAGE","10","1","多来源或计算线索","11","0","2","1","5","1","query:9eb28ea4ad6510322f86055591a07f3b2df75803dbe3e1eca1bc3ad5fd9d74e1",""
"69644","pdata_news_n.t02_co_indt_WD_SSE","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:59a2d3f0fac73d9a3edbdfc81271920c25782e4e5dcad1a5436077a10d5f581d",""
"69645","pdata_news_n.t02_co_indt_WD_CNI","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:156c3d0859fff71890c1b91987c57f42e35fa55f4f598d2e1f479013b5d70435",""
"69646","pdata_news_n.t02_co_indt_WD_CITICS","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","9","2","0","0","0","0","query:0be87aeae3fdf558fec41a0a37dd0b5793fb2c5d9170e0349076e400da83ec30",""
"69647","pdata_news_n.t02_co_indt_WD_SW","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","9","2","0","0","0","0","query:1f12383be5f37e576f09c9db995fc5769b7f2dfa9249e73816967c6091d1fc1c",""
"69648","pdata_news_n.t02_co_indt_WD_NE","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:9464c7d5252c78b99ad2b2dce1839b6ce4a51c55f9498d6707f1ab2f548b8a92",""
"69652","pdata_news_n.t02_exch_quot_s_WD_cbondeodprices_grp06","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","2","query:0b11428bc3d69ddbf58cfe3bf4ed5d920ce79de2adb415557ce8464ce53e5234",""
"69670","pdata_news_n.t02_cstd_stru_fnd_info_MOT","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","1","0","1","0","query:4cd054d0a07bf7e2ef8f959a65df7e25442fdf0771cbd6c5e024db5eacb16096",""
"69671","pdata_news_n.t02_fnd_scal_WD","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","1","0","0","1","query:227f083465d93144151c76f348f1c21432d9caa147d824b02615cbb0b952fbe7",""
"69672","pdata_news_n.t02_co_indt_WD_WIND","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:7483042f606484e687a3fdb6adaa2fee55751ed0ac2b69164f812863ffc01f0c",""
"69684","odata_n_uip.w_ashareswindustriesclass_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ccce2c5c1c9ff269194e676963c97890a3022415f188fd8478c8773f2fbf7fb9",""
"69687","pdata_news_n.t02_exch_quot_s_WD_HK","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","4","0","0","0","0","0","query:6796d9cef21814b174daf8050454ddde472276692ad1fb52edbc3a1a38ffbfba",""
"69692","pdata_news_n.t02_exch_quot_s_WD_A","hiveTask","PROJECTED","DATA_LINEAGE","17","1","多来源或计算线索","16","0","0","3","0","2","query:97a5d76a44ede3f40a10d0e1606140676759b7b2c70c47b960eb9c503a85a33c",""
"69700","pdata_news_n.t02_fnd_shr_split_WD","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:af110950e4462d1da69351ed6fb816f875f64c4b65d9b160685f330327fddf5e",""
"69705","odata_n_uip.w_asharecapitalization_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:549c848f57ad17e61b7eadd50fefe1889a56a5db1a6867144d5ff15a8774717d",""
"69708","pdata_news_n.t02_exch_quot_h_TL_A_grp01","hiveTask","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","7","0","0","0","0","0","query:1538402181b346d26ab7b941fc1b7a0500ccae8c1a84b5aa6cfd0adeba2a164b",""
"69721","pdata_news_n.t02_co_indt_WD_CB","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:8a52fffb34cd64f97dc176989b89764951eb1af20d2048c758c85501ae441f1d",""
"69722","pdata_news_n.t02_co_indt_WD_NEEQ","hiveTask","PROJECTED","DATA_LINEAGE","20","1","多来源或计算线索","16","3","0","0","0","0","query:0f92ae85b1a6703c4e64208187f1449f0c7bcf0de5a9183c8f92501f23c47edc",""
"69739","pdata_news_n.t02_co_indt_WD_SEC","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","12","3","0","0","0","0","query:31575c10073b0d52305643c72c8a2041d03a5c573adff919ff06b950d4dfa0ae",""
"69751","pdata_news_n.t02_otc_fin_info","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","2","query:b56ba259f7371e9db78680acf7e3819d7ac0df16daa39f16d5668c4dc5f8c8a0",""
"69754","pdata_news_n.t02_fnd_divd_WD","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","4","0","0","0","0","0","query:94169306bee494e78447121b97caf63af54750c9733cb679b3e38db42f6101a1",""
"69755","pdata_news_n.t02_fu_contr_info_WD_cfuturesdescription_grp01","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","0","0","0","1","query:1865b9c8917dc71ba1b349a3fb77640277a67af46b1319d58f930f45486bc873",""
"69760","odata_n_uip.w_chinamfdividend_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:cfa7a58d9a0329f7635531049a5f3bac3372275b6acf883793eb535bbc33497f",""
"69772","pdata_news_n.t02_cstd_prd_base_info_CVS","hiveTask","PROJECTED","DATA_LINEAGE","6","1","多来源或计算线索","5","0","1","4","1","5","query:7781d2f7b78b3ea7b67fbe51600ffdc2560c4b6e070d264c04410c8b34184be7",""
"69773","pdata_news_n.t02_co_indt_WD_neeqssecindustriesclass_grp12","hiveTask","PROJECTED","DATA_LINEAGE","20","1","多来源或计算线索","16","3","0","0","0","0","query:fbabdd8f9e657cdcb09928fe32d83cd922c3eab91bcb3a7e0fbaeb1a624f0891",""
"69774","pdata_news_n.t02_scr_base_info_PO3T","hiveTask","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","5","0","0","2","0","1","query:75c880869ea1e6b4d458071e8005f5addca4afc91c5ea0818ffaeb6c9a8d7426",""
"69776","pdata_news_n.t02_co_indt_WD_hkshareswindustriesclass_grp07","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","10","2","0","0","0","0","query:9d6518229e995a25eccab4a2ed4d992931309b970b7e41e8bb6129aeaea33239",""
"69782","pdata_news_n.t02_cstd_prd_base_info_ACV","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","1","2","1","2","query:96817295ede6f7a9a2a72bfd5e0244298eb29b8622163ed3501b8778769ba5cb",""
"69783","odata_n_uip.w_ashareneindustriesclass_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:886d6058f6d265b0ab4b9799de14c1b9444293867f805173176261787fc4fb10",""
"69786","pdata_news_n.t02_ta5_fin_info","hiveTask","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","1","0","0","0","0","1","query:9363f131d3ca78130642e1521763bffcb088d42ccc9f50031950ac7d4a7f536d",""
"69787","odata_n_uip.w_ashareindustriesclasscitics_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:9edda5924fd391d9e1c6b76cb170c8c7c66dab475edfc00b202bcdf8a2b38c57",""
"69794","pdata_news_n.t02_pub_covt_const_h","hiveTask","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e373f7c80f2cc5200293e65dc6935a46437700ec3d2b4ac1ccb11e6a0c7719ba",""
"69795","odata_n_uip.w_cfuturesdescription_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2c941b6a06af2b78b353ad7b6930a41f83e482ae9cabeebd13e9da16c6bb9ca7",""
"69801","pdata_news_n.t02_scr_base_info_CVS","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","4","0","3","1","5","1","query:aa430ee7c1d296bbf036c2b1a53cf74fb5c48f355f0403803465370252e10f84",""
"69808","pdata_news_n.t02_co_equi_WD_asharecapitalization_grp01","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","0","query:252dacb9cde6250b3f943cddcab25b8836e19d71d9b954e8df04320e4abda79d",""
"69816","pdata_news_n.t02_co_base_info_TX","hiveTask","PROJECTED","DATA_LINEAGE","1","1","条件转换线索","0","0","0","0","0","1","query:16f10c0a6752d89fd77ed3c47a7f87d9934275b75e9c6bb93951ade927ff63b2",""
"69825","pdata_news_n.t02_exch_quot_h_WD_A","hiveTask","PROJECTED","DATA_LINEAGE","16","1","多来源或计算线索","17","0","0","3","1","4","query:c765f67a21faa5448519152135b5aaf09b413d5754f0469388e3369a3a585b1b",""
"69828","odata_n_uip.w_cbondsecindustriesclass_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:42111b36937de31db5662ec72197273b92d7f1c8d25123d335d90ea4e388ba19",""
"69829","pdata_news_n.t02_cstd_prd_acct_info_MOT","hiveTask","PROJECTED","DATA_LINEAGE","25","1","多来源或计算线索","25","0","1","0","1","0","query:ac7752274e253238d0b531c87b6892d5b20e2c735e406a7dfd077840800b5b0a",""
"69832","pdata_news_n.t02_cstd_prd_liqd_info_MOT","hiveTask","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","0","0","0","1","query:730c6d89a89852b235d0ec8fcc842cb460a1e2a8326fbe0b35c5c157adcb368b",""
"69837","pdata_news_n.t02_co_indt_WD_ashareswnindustriesclass_grp14","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","10","2","0","0","0","0","query:6da6375e1ea3b7767b1651a922f81c1d6d79d2d9ac814d6efd26d1524f539497",""
"69844","pdata_news_n.t02_exch_quot_s_WD_cdreodprices_grp07","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","2","query:1db771adf002562050a2c261135252c96092f5ba29e5af3f5679d4b071037909",""
"69848","pdata_news_n.t02_scr_base_info_TA5","hiveTask","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","2","0","0","0","0","3","query:5f5800b9e2fc3c1cd5d3ed51bcca4bbe9db34195df1f2f9e6ad218950090f948",""
"69852","pdata_news_n.t02_cstd_prd_base_info_MOT","hiveTask","PROJECTED","DATA_LINEAGE","26","1","多来源或计算线索","26","0","2","0","2","1","query:11b31214adab293365841a8bbf26e86ae5b040afea3ad80055ad69ecca70cad3",""
"69854","pdata_news_n.t02_cstd_prd_org_prtc_MOT","hiveTask","PROJECTED","DATA_LINEAGE","6","1","多来源或计算线索","6","0","1","0","1","0","query:1c8471e076ca85d2e1a691368998cb2d34625442b3e6167c3ecd9b98d9fc9154",""
"69867","pdata_news_n.t02_co_indt_MD","hiveTask","PROJECTED","DATA_LINEAGE","1","1","条件转换线索","0","0","0","0","0","1","query:ba0d9ff562d8de9af652a32dfce4b0d4ee6ef2095c4047ae9d41f6c214a4f7d0",""
"69871","pdata_news_n.t02_co_indt_WD_chinamutualfundsector_grp13","hiveTask","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","10","2","0","0","0","0","query:3158ccbf2847e32a5c4c570c1f064c2ca83584133d8229e6bd1a8a959839dedf",""
"69878","PDATA_N.T03_AGT_EI_HOLD_SHR_INFO_LPS007","hiveTask","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","4","0","0","2","0","2","query:965d377f1d9e38bcde4ca55275029197c9acc1d61a03d0fa24ee730a474a7a3e",""
"69879","PDATA_N.T03_AGT_EI_HOLD_SHR_INFO_LPS006","hiveTask","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","4","0","0","2","0","3","query:a9a56fd3c916c8eb9d15b1a53c221257c3628d0288a2de0f9d742cbc87b80406",""
"69946","pdata_news_n.t02_stk_base_info_WD_usshareinfo_grp08","hiveTask","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","5","0","0","0","0","1","query:d4fbd4749f597f8eb73f4bf4af70c95549d96a6859c9aa813fcffc34c4a1eb88",""
"69956","pdata_news_n.t02_idx_data_TL_eco_data_gf_grp01","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","1","0","0","0","0","query:4d9b105aecb3a50a3d946c4e737aea2b84b799dd33c06f3b341f946aff82af42",""
"69957","temp_n.odata_n_uip_w_aindexcsi500weight_cur_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:9fe2cd2699f8c49b34947adee93b8e6eecd1c9767e7a16d58f2465289f7f6178",""
"69965","odata_n_uip.w_cbindexdescription_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:19d6b28accb2d7a7a9f19b01badbcecddbce823e7eb47aa4003daebbe6118c63",""
"69970","pdata_news_n.t02_scr_st_info_MD","hiveTask","PROJECTED","DATA_LINEAGE","1","1","多来源或计算线索","1","0","0","0","0","0","query:ce67a98bd4649380357ef8774d67d222c60964639c9aa46a3040304e54ed3fcd",""
"69972","odata_n_uip.w_aindexhs300freeweight_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:50eea3ead1ee1e3a194a21fbd0f0ceaf51f3ef21724b92815b91bc50da82b3dc",""
"69973","odata_n_uip.w_cfuturescontpro_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:922f088e8218121094c893538109c7a2adb66c99903664f53f3ddf07bf83a6a9",""
"69984","pdata_news_n.t02_idx_compnt_wght_WD_aindexhs300weight_grp05","hiveTask","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:8ddbe4effe530eee8d5649e6c794e5df87b991ea7df746cb18244f8ec51a5361",""
"69986","pdata_news_n.t02_idx_mkt_quot_s_WD_aswsindexeod_grp09","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:2b9c4b9e678a4396250766e45d38bfb131d4ebb33401753757a280f316fa1ed9",""
"69994","pdata_news_n.t02_scr_marg_det_WD_asharemargintrade_grp01","hiveTask","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","2","0","0","0","0","0","query:7c4956a6dc1ceb71838b10ebfdcd86f59be86599a33e966e7570ff4684d872fd",""
